"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbolHER.SYMBOL","symbolHER.GENENAME"
"54088",31.8431907582685,-5.79081249535546,1.29751803054241,-4.46299192692891,8.08230992569374e-06,5.96842818844261e-05,"LINC00113","long intergenic non-protein coding RNA 113"
"6579",152.714594327104,-5.76665722067873,1.5281581113172,-3.77359985067785,0.000160908775193568,0.000813296583254728,"SLCO1A2","solute carrier organic anion transporter family member 1A2"
"100128946",3.98503118302985,-5.76170633425987,1.60180420189898,-3.59701037581823,0.00032189564798137,0.00148741128313051,"LINC01310","long intergenic non-protein coding RNA 1310"
"6329",687.609888084529,-5.7596611373143,0.724410431919478,-7.95082577987297,1.85272345040402e-15,1.13774799292393e-13,"SCN4A","sodium voltage-gated channel alpha subunit 4"
"206338",91.7667148815839,-5.75743777596336,0.874205042642508,-6.58591233763652,4.52100525884884e-11,1.1818510547332e-09,"LVRN","laeverin"
"100381270",291.887096116443,-5.74689171936498,0.526274700534479,-10.9199467759489,9.25500261459384e-28,3.62907162523454e-25,"ZBED6","zinc finger BED-type containing 6"
"105373094",24.2751862300365,-5.73868101584877,1.05853742934549,-5.42133027775608,5.91571462692802e-08,7.6054754738066e-07,NA,NA
"92293",483.619184339538,-5.72261157606181,0.883188080572884,-6.47949366838127,9.20309288041462e-11,2.25257679415756e-09,"TMEM132C","transmembrane protein 132C"
"10216",518.393843982721,-5.71573953028794,0.790457763080088,-7.23092339306791,4.79720917311754e-13,1.92733776737997e-11,"PRG4","proteoglycan 4"
"130399",203.308162927808,-5.7063043438358,0.819285606754063,-6.9649757017503,3.28460436520614e-12,1.10649404096618e-10,"ACVR1C","activin A receptor type 1C"
"221476",1231.36684986745,-5.706088546445,1.07382079742023,-5.31381824616679,1.0735169591105e-07,1.29761858818251e-06,"PI16","peptidase inhibitor 16"
"63982",32.2072317169721,-5.68900234726407,0.790420242458319,-7.19744009790344,6.13534881051357e-13,2.42519453183325e-11,"ANO3","anoctamin 3"
"125",2629.41166182783,-5.68668360794136,1.60960231242574,-3.53297430305706,0.000410912409979965,0.00182932532017875,"ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide"
"7704",1936.90858862131,-5.68503498117791,0.936376790182301,-6.07131129347098,1.26869984487769e-09,2.43148867631203e-08,"ZBTB16","zinc finger and BTB domain containing 16"
"126393",3789.18077654396,-5.68454280378027,0.73715657938103,-7.71144552294904,1.24400559099495e-14,6.65345779714815e-13,"HSPB6","heat shock protein family B (small) member 6"
"441509",4.44362807556692,-5.67911418774887,1.28616000580442,-4.4155580659631,1.00749730076802e-05,7.2781842589749e-05,"GLRA4","glycine receptor alpha 4 (pseudogene)"
"2167",3068.26476777803,-5.65535014731253,1.35200689618145,-4.18292995641165,2.87776074986356e-05,0.000182121940806407,"FABP4","fatty acid binding protein 4"
"100873781",26.2644073557588,-5.65083276155692,1.14434926997024,-4.93803151698946,7.89150910980224e-07,7.72445969080293e-06,"RNU6-82P","RNA, U6 small nuclear 82, pseudogene"
"101927455",18.9750995751679,-5.64541089739038,1.25206878687917,-4.50886641097555,6.51749296312064e-06,4.9355723072593e-05,"TMEM108-AS1","TMEM108 antisense RNA 1"
"100862662",5.87038656976638,-5.63752699264526,1.41033237267429,-3.99730382842683,6.40680467428371e-05,0.000367608464863935,"ALDH1L1-AS2","ALDH1L1 antisense RNA 2"
"117154",6.77941704081822,-5.63129291966288,1.2636720645529,-4.45629295576401,8.33890599357385e-06,6.13480641313355e-05,"DACH2","dachshund family transcription factor 2"
"8436",2184.16315665875,-5.60263236810901,0.845866047691723,-6.62354563514871,3.50683593105559e-11,9.43141635998298e-10,"CAVIN2","caveolae associated protein 2"
"93649",69.0327320326153,-5.60208355178846,0.91763119193624,-6.10494019930581,1.02839178611538e-09,1.99618689939245e-08,"MYOCD","myocardin"
"729966",8.3021435007833,-5.60084794604162,1.32480939234501,-4.22766322340734,2.36130869992615e-05,0.00015343329588452,"CIST1","colon, intestine and stomach enriched 1"
"102723769",8.89509238244463,-5.59900573858378,1.41347726575967,-3.96115726387338,7.45873857089636e-05,0.000419134503929476,"LOC102723769","uncharacterized LOC102723769"
"101928141",4.50636382783909,-5.59781789491133,1.83605871839465,-3.04882291553604,0.00229739860232766,0.00797641172254933,"LINC01028","long intergenic non-protein coding RNA 1028"
"5950",905.443268547965,-5.58498990870148,0.898491201128158,-6.21596505529368,5.10101560207503e-10,1.05163524599667e-08,"RBP4","retinol binding protein 4"
"168002",159.269992467702,-5.57672132579157,0.853212075826028,-6.53614908156631,6.31229971193146e-11,1.59688965357585e-09,"DACT2","dishevelled binding antagonist of beta catenin 2"
"4009",28.1088747575103,-5.57486223364014,1.0755232180404,-5.18339552334119,2.17882301372567e-07,2.44802315226965e-06,"LMX1A","LIM homeobox transcription factor 1 alpha"
"113746",15.6648545194568,-5.57459114500936,1.17829132881105,-4.7310805135385,2.23327916412297e-06,1.92633837623383e-05,"CIMAP1A","ciliary microtubule associated protein 1A"
"154790",16.0922662635482,-5.5710664863407,1.24589134917573,-4.47155082184853,7.76543999309543e-06,5.75611404554363e-05,"CLEC2L","C-type lectin domain family 2 member L"
"29119",29.6014879371444,-5.56797809757302,0.872800847486322,-6.37943708878018,1.77740080283146e-10,4.05206048143181e-09,"CTNNA3","catenin alpha 3"
"5354",188.670328187731,-5.55627823371436,0.75216008581305,-7.38709529861357,1.50071042628713e-13,6.64174460898093e-12,"PLP1","proteolipid protein 1"
"7148",412.799935226153,-5.54933410058636,0.723187296783807,-7.67343968189931,1.67444290552214e-14,8.6849543930336e-13,"TNXB","tenascin XB"
"6663",5552.24479888051,-5.54317322778024,0.842291150957894,-6.58106549199321,4.67088767293909e-11,1.21134158354026e-09,"SOX10","SRY-box transcription factor 10"
"443",50.7577352475227,-5.5144190384478,0.802086924157162,-6.87508906125404,6.1951142556113e-12,1.95905500154057e-10,"ASPA","aspartoacylase"
"2587",9.78828977099121,-5.50365840261648,1.39652951881537,-3.94095386346365,8.11582363311907e-05,0.000451272938601624,"GALR1","galanin receptor 1"
"3773",52.1853150423018,-5.5014059289437,1.84686837790964,-2.97877531216946,0.00289402909505127,0.00973915798791198,"KCNJ16","potassium inwardly rectifying channel subfamily J member 16"
"392636",20.9136577392688,-5.49390504261961,0.987885822930313,-5.56127531653742,2.67810312576136e-08,3.76123853034937e-07,"AGMO","alkylglycerol monooxygenase"
"51085",691.282906326222,-5.49380947852942,0.682663781325229,-8.04760649212193,8.44288982465991e-16,5.39189895447174e-14,"MLXIPL","MLX interacting protein like"
"338",33.7388290332414,-5.49252967585781,0.888348269236833,-6.18285628065259,6.29520230504272e-10,1.27896529788814e-08,"APOB","apolipoprotein B"
"79785",100.701439264164,-5.48828168796923,1.26798526696628,-4.32834815273543,1.50231856217645e-05,0.000103348974491338,"RERGL","RERG like"
"2567",8.91878259116575,-5.48270146126667,1.50931692585173,-3.63257137540726,0.000280610922266218,0.00131997546591926,"GABRG3","gamma-aminobutyric acid type A receptor subunit gamma3"
"400120",8.13427316115473,-5.46710113449944,1.48204816390193,-3.68888222910763,0.00022524144524485,0.00108741370468952,"SERTM1","serine rich and transmembrane domain containing 1"
"284581",54.9465433607519,-5.45459579470028,1.08583440277177,-5.0234140498556,5.07609469689045e-07,5.22699120941355e-06,"PM20D1-AS1","PM20D1 antisense RNA 1"
"4023",4810.67645998468,-5.42285968437975,0.92621452136485,-5.85486359724607,4.77401673670064e-09,8.04118317351828e-08,"LPL","lipoprotein lipase"
"57495",8.04617480933287,-5.40843470233461,1.37144022527196,-3.94361679253073,8.0261875210551e-05,0.000446795663082925,"NWD2","NACHT and WD repeat domain containing 2"
"401399",221.700596181009,-5.40643821668106,0.827870112078414,-6.53053919667168,6.55333340073168e-11,1.64935371828941e-09,"PRRT4","proline rich transmembrane protein 4"
"2890",32.9151812226654,-5.40326963237298,1.1323878204796,-4.77157166003829,1.8279392213261e-06,1.61653479356425e-05,"GRIA1","glutamate ionotropic receptor AMPA type subunit 1"
"388523",10.290591375286,-5.39246673804606,1.167971314057,-4.61695135243954,3.89418510807128e-06,3.14938200122932e-05,"ZNF728","zinc finger protein 728"
"100131897",233.421538199673,-5.38862323051485,0.825412381338895,-6.52840126019675,6.64754119945921e-11,1.66877967678101e-09,"INSYN2B","inhibitory synaptic factor family member 2B"
"89869",47.5624997621152,-5.37335584163029,0.940973134208343,-5.71042428979759,1.12694862777745e-08,1.74113118961424e-07,"PLCZ1","phospholipase C zeta 1"
"80760",4358.06455001318,-5.36920934165521,0.648060870346389,-8.28503862420419,1.18070760541477e-16,8.86933077079005e-15,"ITIH5","inter-alpha-trypsin inhibitor heavy chain 5"
"647190",59.8031037864053,-5.36336295361935,0.830183108071702,-6.4604578212595,1.0438668635014e-10,2.52044996623257e-09,"RPS16P5","ribosomal protein S16 pseudogene 5"
"1271",872.329902632699,-5.33049617113243,0.810220224025017,-6.57907074283034,4.73397511779056e-11,1.22608079470808e-09,"CNTFR","ciliary neurotrophic factor receptor"
"100101938",25.4216100498871,-5.32928577126618,1.57365957772646,-3.38655567360106,0.000707759143088434,0.00292312175406811,"ANKRD26P3","ankyrin repeat domain 26 pseudogene 3"
"5138",2095.2316409578,-5.30974435049738,0.54934962694006,-9.66551006883041,4.22509873267147e-22,7.4628185362844e-20,"PDE2A","phosphodiesterase 2A"
"420",11.7985052605231,-5.30362685630582,1.12230739459837,-4.72564547095742,2.29385551420326e-06,1.96980779632504e-05,"ART4","ADP-ribosyltransferase 4 (inactive) (Dombrock blood group)"
"5166",4571.02093096534,-5.29813923991964,0.789427489449148,-6.7113690753493,1.92806744719152e-11,5.4944317397728e-10,"PDK4","pyruvate dehydrogenase kinase 4"
"253650",465.786697392949,-5.29034297981262,0.90090603302979,-5.87224725537795,4.29926869956971e-09,7.29164897264392e-08,"ANKRD18A","ankyrin repeat domain 18A"
"4359",412.843335626156,-5.27817017484885,0.809260586267296,-6.52221331968525,6.92773897981739e-11,1.73467752794763e-09,"MPZ","myelin protein zero"
"101927190",66.3682770349921,-5.26370455756795,0.915988876416946,-5.74647213856774,9.11246376970996e-09,1.44079810216882e-07,"LOC101927190","uncharacterized LOC101927190"
"644249",11.3878913114766,-5.25536495523558,1.71748061045571,-3.05992680397198,0.00221391091362619,0.00773173091780462,"LOC644249","ankyrin repeat domain 18A pseudogene"
"100506433",19.7891531785575,-5.25151006168916,1.60691754530582,-3.26806442373477,0.00108285713987802,0.00419740946707166,"LINC00648","long intergenic non-protein coding RNA 648"
"101928519",17.743908882464,-5.24131036756798,1.42807680062725,-3.6701880215867,0.000242372122532188,0.0011570362391931,"LOC101928519","uncharacterized LOC101928519"
"654364",8.55189924653371,-5.23903642043786,1.13395825229116,-4.62013165815621,3.83496611704607e-06,3.10824083054176e-05,"NME1-NME2","NME1-NME2 readthrough"
"27199",49.1907042237238,-5.21033276617371,1.18416139930891,-4.40001909301765,1.0824135401325e-05,7.73201501328127e-05,"OXGR1","oxoglutarate receptor 1"
"101929595",6.96402449072042,-5.19705620768798,1.17741322374015,-4.41396113352549,1.01496188308916e-05,7.32131813092203e-05,"CYP2U1-AS1","CYP2U1 and SGMS2 antisense RNA 1"
"6289",608.472974026265,-5.18250265421095,0.908889887361899,-5.70201377116588,1.18400260220362e-08,1.82067098186699e-07,"SAA2","serum amyloid A2"
"23629",7.07475778055844,-5.17663457536958,1.27188708378825,-4.07004257009298,4.7004547904478e-05,0.000279094841373469,"BRD7P3","bromodomain containing 7 pseudogene 3"
"101926915",5.04780062373609,-5.14984767986486,1.45051352733729,-3.55036170487734,0.000384702197747912,0.00173088422593177,"LOC101926915","uncharacterized LOC101926915"
"4567",4246.61833399986,-5.13157411641326,0.558655236970858,-9.18558312321154,4.09303600135687e-20,5.73200456018591e-18,"TRNL1","tRNA-Leu"
"693175",5.04350955656372,-5.12343498162859,1.21907085225614,-4.20273766052779,2.63706145362613e-05,0.000168851165446747,"MIR590","microRNA 590"
"55340",2.88755831372412,-5.1057807229277,1.66185935333555,-3.072330226189,0.00212394614242133,0.00746541557337981,"GIMAP5","GTPase, IMAP family member 5"
"170692",166.896535410064,-5.09312454289155,0.884494094517985,-5.75823465013309,8.49981477501087e-09,1.35706326122853e-07,"ADAMTS18","ADAM metallopeptidase with thrombospondin type 1 motif 18"
"8123",79.7810315797786,-5.06795398010998,0.599949628094338,-8.44729914444263,2.98119146530105e-17,2.63284864273389e-15,"PWAR5","Prader Willi/Angelman region RNA 5"
"1440",49.6517815144073,-5.05406902651465,1.28506881377426,-3.93291703319045,8.39212095321671e-05,0.000463804275495012,"CSF3","colony stimulating factor 3"
"55908",58.3793356426258,-5.05059770739231,0.748216395012572,-6.75018315698288,1.47658636190107e-11,4.34032267037968e-10,"ANGPTL8","angiopoietin like 8"
"9457",335.66288742537,-5.05043310014133,0.733416349491175,-6.8861746859682,5.73126076160244e-12,1.81530046029043e-10,"FHL5","four and a half LIM domains 5"
"103724386",5.9219669210206,-5.04566866622598,1.49507377185255,-3.37486267314681,0.000738525337190996,0.00302539234453963,"LINC00377","long intergenic non-protein coding RNA 377"
"84570",133.957145746245,-5.04148925216448,0.602618824494545,-8.36596708772431,5.96238398670642e-17,4.87077085180692e-15,"COL25A1","collagen type XXV alpha 1 chain"
"101928448",13.5434176012089,-5.04073560974703,1.46177142793813,-3.44837470031627,0.000563971068768033,0.00241120682068762,"C5orf67","chromosome 5 putative open reading frame 67"
"100289279",4.20056531139824,-5.03178249853069,1.2870274112852,-3.90961564175705,9.24430928722305e-05,0.000503595242804377,"CNTNAP3C","contactin associated protein family member 3C"
"5101",156.165375354845,-5.02824273349831,0.584614876521029,-8.60094899298622,7.90596184231558e-18,7.71165611345469e-16,"PCDH9","protocadherin 9"
